Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price
Laptop LENOVO IdeaPad S540-14IWL i5-8265U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,Intel HD Graphics 620,Windows 10 Home,,2 799
Laptop DELL Inspiron 14 (5482-7376) i5-8265U 8GB 256GB SSD UHD W10 Home,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 199
Laptop ACER Aspire 5 (NX.GP5EP.005) i5-7200U 8GB 1000GB GF940MX W10,"15.6"", 1920 x 1080px",Intel Core i5-7200U,8,1000 GB HDD,NVIDIA GeForce 940MX,Windows 10 Home,,2 599
Laptop ACER Predator Helios 300 (NH.Q2CEP.006) i7-7700HQ 8GB 1000GB 128GB SSD GF-GTX1050TI W10,"15.6"", 1920 x 1080px",Intel Core i7-7700HQ,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,4 199
Laptop ASUS ZenBook Flip 13 UX362FA i3-8145U 8GB 512GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i3-8145U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 099
Laptop DELL Inspiron G3 3590 i5-9300H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,3 499
Laptop HP Omen 15-DC0012NW (4TW17EA) I5-8300H 8GB 1000GB GF-GTX1050TI W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,3 199
Laptop LENOVO Yoga 520-14IKBR (81C800J6PB) i3-8130U 4GB 128GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i3-8130U,4,128 GB SSD,Intel HD Graphics 620,Windows 10 Home,,2 199
Laptop HP Omen 17-AN100NW (4TY02EA) i5-8300H 8GB 1000GB GF-GTX1050 W10,"17.3"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 699
Laptop ACER Spin 1 (NX.GRMEP.002) N3350 4GB 32GB EMMC W10 + Pióro Acer Active Stylus,"11.6"", 1920 x 1080px, Dotykowy",Intel Celeron N3350,4,32 GB Flash,Intel HD Graphics 500,Windows 10 Home,,1 299
Laptop LENOVO Legion Y520-15IKBN (80WK01B8PB) i7-7700HQ 8GB 1000GB GF-GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i7-7700HQ,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 229
Laptop LENOVO Yoga 300-11IBR (80M100F6PB) N3050 2GB 32GB W10,"11.6"", 1366 x 768px, Dotykowy",Intel Celeron N3050,2,32 GB Flash,Intel HD Graphics,Windows 10 Home,,999
Laptop LENOVO IdeaPad C340-14IML 6405U 4GB 128GB SSD W10S,"14"", 1920 x 1080px, Dotykowy",Intel Pentium Gold 6405U,4,128 GB SSD,Intel UHD Graphics,Windows 10 S,,1 999
Laptop MSI GF75 Thin 9SC i7-9750H 8GB 1000GB 256GB SSD GF-GTX 1650 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,8,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,5 099
Laptop HP Omen 15-DC1044NW i5-9300H 8GB 512GB SSD GTX1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,3 499
Laptop LENOVO IdeaPad S340-14IIL i5-1035G1 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,2 499
Laptop HP Pavilion 14-CE2045NW i3-8145U 4GB 256GB SSD W10,"14"", 1920 x 1080px",Intel Core i3-8145U,4,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 299
Laptop HP Stream 14-AX000NW (X9Y84EA) N3060 2GB 32GB EMMC W10,"14"", 1366 x 768px",Intel Celeron N3060,2,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,1 199
Laptop ACER Aspire 3 RYZEN 5 3500U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Graphics,Windows 10 Home,,2 449
Laptop ASUS ZenBook 15 UX534FTC i7-10510U 16GB 1000GB SSD GF-GTX 1650 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-10510U,16,1000 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Home,,6 299
Laptop ACER Swift 1 SF114 N5000 4GB 128GB SSD W10S,"14"", 1920 x 1080px",Intel Pentium N5000,4,128 GB SSD,Intel UHD Graphics 605,Windows 10 S,2 199,1 799
Laptop LENOVO IdeaPad S340-15IWL i5-8265U 8GB 1000GB SSD GF-MX 250 W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,1000 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,2 799
Laptop ACER Swift 1 N5000 4GB 128GB SSD W10,"14"", 1920 x 1080px",Intel Pentium N5000,4,128 GB SSD,Intel UHD Graphics 605,Windows 10 S,,1 699
Laptop ACER Aspire 3 i5-10210U 8GB 1000GB SSD GF-MX230 W10,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,1000 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,2 799
Laptop HP Pavilion X360 14-CD0014NW (5KR52EA) i5-8250U 8GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 099
Laptop HP Omen 15-CE008NW (2BR99EA) i5-7300HQ 8GB 1000GB GF-GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-7300HQ,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 399
Laptop ACER Aspire 5 (NX.GP5EP.004) i3-6006U 4GB 1000GB GF940MX W10,"15.6"", 1366 x 768px",Intel Core i3-6006U,4,1000 GB HDD,NVIDIA GeForce 940MX,Windows 10 Home,,2 149
Laptop LENOVO Legion Y7000 i5-9300H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,4 499
Laptop ACER Swift 3 SF314-56 (NX.H4GEP.001) i3-8145U 4GB 128GB SSD W10S,"14"", 1920 x 1080px",Intel Core i3-8145U,4,128 GB SSD,Intel UHD Graphics 620,Windows 10 S,,2 399
Laptop HP Pavilion X360 (14-CD0006nw) i5-8250U 8GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 199
Laptop HP 15-BS041NW (2YK55EA) i5-7200U 4GB 1000GB W10,"15.6"", 1366 x 768px",Intel Core i5-7200U,4,1000 GB HDD,Intel HD Graphics 620,Windows 10 Home,,2 249
Laptop DELL Inspiron 17 (7779-0480) i5-7200U 12GB 1000GB GF940MX W10,"17.3"", 1920 x 1080px, Dotykowy",Intel Core i5-7200U,12,1000 GB HDD,NVIDIA GeForce 940MX,Windows 10 Home,,2 809
Laptop DELL Inspiron 5491 i5-10210U 8GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 499
Laptop ACER Aspire 3 3867U 4GB 128GB SSD W10,"15.6"", 1366 x 768px",Intel Celeron 3867U,4,128 GB SSD,Intel HD Graphics 610,Windows 10 Home,,1 349
Laptop HP 250 G7 i3-8130U 8GB 256GB SSD DOS,"15.6"", 1920 x 1080px",Intel Core i3-8130U,8,256 GB SSD,Intel UHD Graphics 620,Brak,,1 999
Laptop LENOVO Ideapad S145-15API RYZEN 7 3700U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 3700U,8,512 GB SSD,AMD Radeon RX Vega 10,Windows 10 Home,,2 699
APPLE MacBook Pro 13 i5-8257U 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,256 GB SSD,Intel Iris Plus Graphics 645,macOS Catalina,,6 499
Laptop ASUS X543MA N4000 4GB 256GB SSD DOS,"15.6"", 1920 x 1080px",Intel Celeron N4000,4,256 GB SSD,Intel UHD Graphics 600,Brak,,1 399
Laptop ACER Aspire 7 Ryzen 5 3550H 16GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3550H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,4 199,3 299
Laptop ASUS ZenBook Duo UX481FL i5-10210U 16GB 1000GB SSD GF-MX 250 W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-10210U,16,1000 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,6 299
Laptop MICROSOFT Surface Go 4415Y 8G 128GB SSD W10S + Klawiatura Cover,"10"", 1800 x 1200px, Dotykowy",Intel Pentium Gold 4415Y,8,128 GB SSD,Intel HD Graphics 615,Windows 10 S,,2 299
Laptop LENOVO Ideapad S145-15API Ryzen 5-3500U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,2 299
Laptop ASUS ZenBook Duo UX481FLC i7-10510U 16GB 512GB SSD GF-MX 250 W10,"14"", 1920 x 1080px",Intel Core i7-10510U,16,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,6 799
Laptop ACER Spin 1 N4000 4GB 64GB eMMC W10S,"11.6"", 1366 x 768px, Dotykowy",Intel Celeron N4000,4,64 GB Flash,Intel UHD Graphics 600,Windows 10 S,,1 299
Laptop MSI GS75 Stealth i9-10980HK 32GB 1000 SSD GF-RTX 2070 Super Max-Q W10P,"17.3"", 1920 x 1080px",Intel Core i9-10980HK,32,1000 GB SSD,NVIDIA GeForce RTX 2070 Super Max-Q,Windows 10 Professional,13 499,12 799
Laptop ASUS Tuf Gaming FX705DY Ryzen 5-3550H 8GB 512GB SSD RX560 W10,"17.3"", 1920 x 1080px",AMD Ryzen 5 3550H,8,512 GB SSD,AMD Radeon RX 560X,Windows 10 Home,,3 499
Laptop ASUS Tuf Gaming FX705DU Ryzen 7 3750H 8GB 512GB SSD GF-GTX 1660Ti W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 3750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,4 899
Laptop LENOVO IdeaPad S340-15IILD i5-1035G1 8GB 1000GB SSD GF-MX 250 W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,1000 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,2 799
Laptop LENOVO IdeaPad L340-15IRH i5-9300H 8G 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,3 549
Laptop DELL Inspiron 15 G3 3590 i5-9300H 8GB 1000GB 256GB SSD GF-GTX 1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 499
Laptop HP Omen 17-CB0006NW i5-9300H 8GB 512GB SSD GTX1660TI W10,"17.3"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,4 599
Laptop KIANO SlimNote 14.2+ x5-Z8350 4GB 32GB W10,"14.1"", 1366 x 768px",Intel Atom x5-Z8350,4,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,529
Laptop DELL Inspiron 15 3593 i7-1065G7 8GB 512GB SSD GF-MX230 W10,"15.6"", 1920 x 1080px",Intel Core i7-1065G7,8,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,3 799
Laptop ASUS ZenBook 14 UX433FAC i5-10210U 16GB 512GB SSD DOS,"14"", 1920 x 1080px",Intel Core i5-10210U,16,512 GB SSD,Intel UHD Graphics,Brak,,3 899
Laptop HP 15s-EQ0011NW 3700U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 3700U,8,512 GB SSD,AMD Radeon RX Vega 10,Windows 10 Home,,2 799
Laptop LENOVO IdeaPad C340-14IWL 5405U 4GB 128GB SSD W10S,"14"", 1920 x 1080px, Dotykowy",Intel Pentium Gold 5405U,4,128 GB SSD,Intel UHD Graphics 610,Windows 10 S,,1 999
Laptop MICROSOFT Surface Pro 7 i5-1035G4 8GB 128GB SSD W10 + Klawiatura Type Cover,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-1035G4,8,128 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,,4 499
Laptop DELL Inspiron 3593 i5-1035G1 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 399
APPLE MacBook Pro 13 i5-8257U 8GB 128GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,128 GB SSD,Intel Iris Plus Graphics 645,MacOS Mojave,,5 799
APPLE MacBook Pro 13 i5-8257U 8GB 128GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,128 GB SSD,Intel Iris Plus Graphics 645,MacOS Mojave,,5 699
Laptop ACER Predator Helios 300 i5-8300H 8GB 256GB SSD GF-GTX1050Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,256 GB SSD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,4 399
Laptop MICROSOFT Surface Pro 2017 (FJR-00004) M3-7Y30 4GB 128GB SSD W10P,"12.3"", 2736 x 1824px, Dotykowy",Intel Core M3-7Y30,4,128 GB SSD,Intel HD Graphics 615,Windows 10 Professional,,2 199
Laptop ACER Aspire 3 i3-7020U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-7020U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 099
Laptop ACER Aspire 1 N4020 4GB 64GB eMMC W10,"14"", 1920 x 1080px",Intel Celeron N4020,4,64 GB Flash,Intel UHD Graphics 600,Windows 10 S,,1 149
Laptop ACER Chromebook CB314-1H-P825 N5000 8GB 64GB eMMC Chrome,"14"", 1920 x 1080px",Intel Pentium N5000,8,64 GB Flash,Intel UHD Graphics 605,Chrome OS,,1 699
Laptop LENOVO S145-14IIL i5-1035G1 8GB 256GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-1035G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home,,2 999
Laptop DELL Inspiron 17 7791 i7-10510U 16GB 512GB SSD GF-MX 250 W10,"17.3"", 1920 x 1080px, Dotykowy",Intel Core i7-10510U,16,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,6 799
Laptop MSI 17M Creator i7-10750H 16GB 512GB SSD GF-GTX 1660Ti Max-Q W10,"17.3"", 1920 x 1080px",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home,,6 799
Laptop MICROSOFT Surface Go 2 4425Y 4GB 64GB eMMC W10S,"10.5"", 1920 x 1280px, Ekran dotykowy",Intel Pentium Gold 4425Y,4,64 GB Flash,Intel HD Graphics 615,Windows 10 S,2 399,1 999
Laptop ASUS Tuf Gaming A15 Ryzen 7 4800H 16GB 512GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,4 899
APPLE MacBook Air i5-1030NG7 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-1030NG7,8,512 GB SSD,Intel Iris Plus Graphics,macOS Catalina,,6 499
Laptop LENOVO Legion Y7000 i7-9750H 8GB 1000GB GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,4 999
Laptop ASUS Rog Strix G G531GV i5-9300H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,5 899
Laptop ACER Swift 1 N5000 4GB 128GB SSD W10P,"14"", 1920 x 1080px",Intel Pentium N5000,4,128 GB SSD,Intel UHD Graphics 605,Windows 10 S,,1 699
Laptop DELL Inspiron 5491 i3-10110U 4GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i3-10110U,4,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 799
Laptop ASUS Zenbook UX334FL i7-8565U 8GB 512GB SSD GF-MX 250 W10,"13.3"", 1920 x 1080px",Intel Core i7-8565U,8,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,4 999
Laptop LENOVO IdeaPad S145-14AST AMD A6-9225 4GB 128GB SSD AMD Radeon R4 W10,"14"", 1920 x 1080px",AMD A6-9225,4,128 GB SSD,AMD Radeon R4,Windows 10 Home,,1 399
Laptop ACER Predator Triton 900 i9-9980HK 32GB 2x1000GB SSD GF-RTX 2080 W10,"17.3"", 3840 x 2160px, Dotykowy",Intel Core i9-9980HK,32,1000 (x2) GB SSD,NVIDIA GeForce RTX 2080,Windows 10 Home,,19 999
Laptop HP Omen 17-CB0013NW i7-9750H 8GB 512GB SSD GF-GTX 1660Ti W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,6 499
APPLE MacBook Pro 13 i5-8257U 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,256 GB SSD,Intel Iris Plus Graphics 645,MacOS Mojave,6 299,5 999
APPLE MacBook Air i5-8210Y 8GB 128GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8210Y,8,128 GB SSD,Intel UHD Graphics 617,MacOS Mojave,,5 499
Laptop MICROSOFT Surface Pro 6 (LGP-00004_B) + Klawiatura Type Cover i5-8250U 8GB 128GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-8250U,8,128 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 099
Laptop MICROSOFT Surface Pro 6 (LGP-00004) i5-8250U 8GB 128GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-8250U,8,128 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 599
Laptop MSI Alpha 15 Ryzen 7 3750H 8GB 512GB SSD RX 5500M W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 3750H,8,512 GB SSD,AMD Radeon RX 5500M,Windows 10 Home,,4 199
Laptop MSI GF65 Thin 9SD i7-9750H 8GB 512GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 199
Laptop MSI GF75 Thin 9SD i7-9750H 8GB 512GB SSD GF-GTX 1660Ti W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 499
Laptop MSI GE63 Raider RGB 9SE i7-9750H 16GB 1000GB 256GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 999
Laptop ASUS TUF Gaming (FX505DT-AL027T) RYZEN 7 3750H 8GB 512GB SSD GF-GTX1650 W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 3750H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,3 799
Laptop MICROSOFT Surface Go (MHN-00004) 4415Y 4GB 64GB W10,"10"", 1800 x 1200px, Dotykowy",Intel Pentium Gold 4415Y,4,64 GB Flash,Intel HD Graphics 615,Windows 10 S,,1 699
Laptop MICROSOFT Surface Go (MCZ-00004) 4415Y 8GB 128GB W10,"10"", 1800 x 1200px, Dotykowy",Intel Pentium Gold 4415Y,8,128 GB Flash,Intel HD Graphics 615,Windows 10 S,,1 999
Laptop HUAWEI MateBook X Pro (53010CRD) i7-8550U 16GB 512GB SSD GFMX150 W10,"13.9"", 3000 x 2000px, Dotykowy",Intel Core i7-8550U,16,512 GB SSD,NVIDIA GeForce MX150,Windows 10 Professional,,6 999
Laptop ACER Aspire 5 (NX.GUDEP.012) i3-6006U 4GB 1000GB 128GB SSD GF940MX W10,"15.6"", 1920 x 1080px",Intel Core i3-6006U,4,1000 GB HDD + 128 GB SSD,NVIDIA GeForce 940MX,Windows 10 Home,,2 649
Laptop ACER Aspire 5 (NX.GS1EP.007) i3-6006U 4GB 128GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-6006U,4,128 GB SSD,Intel HD Graphics 520,Windows 10 Home,,2 249
Laptop ACER Aspire 5 (NX.GS1EP.008) i3-6006U 4GB 1000GB 128GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-6006U,4,1000 GB HDD + 128 GB SSD,Intel HD Graphics 520,Windows 10 Home,,2 499
Laptop LENOVO 320-15ISK (80XH021TPB) i3-6006U 4GB 1000GB W10,"15.6"", 1920 x 1080px",Intel Core i3-6006U,4,1000 GB HDD,Intel HD Graphics 520,Windows 10 Home,,1 699
Laptop ASUS VivoBook Flip 14 TP410UA-EC491T i5-8250U 4GB 256GB W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,4,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,,3 299
Laptop ACER Predator Helios 500 (NH.Q3NEP.010) i7-8750H 16GB 1000GB 256GB SSD GF-GTX1070 WIN10,"17.3"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1070,Windows 10 Home,,8 999
Laptop LENOVO IdeaPad 510-15IKB (80SV00YRPB) i7-7500U 8GB 1000GB GF940MX W10,"15.6"", 1920 x 1080px",Intel Core i7-7500U,8,1000 GB HDD,NVIDIA GeForce 940MX,Windows 10 Home,,3 199
Laptop LENOVO IdeaPad 510-15IKB (80SV010FPB) i7-7500U 8GB 1000GB GF940MX W10,"15.6"", 1920 x 1080px",Intel Core i7-7500U,8,1000 GB HDD,NVIDIA GeForce 940MX,Windows 10 Home,,2 779
Laptop KIANO Elegance 11.6 360 x5-Z8350 2GB 32GB EMMC W10,"11.6"", 1366 x 768px, Dotykowy",Intel Atom x5-Z8350,2,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,399
Laptop LENOVO MIIX 700-12ISK (80QL00MTPB) m5-6Y54 4GB 128GB SSD W10,"12"", 2160 x 1440px, Dotykowy",Intel Core m5-6Y54,4,128 GB SSD,Intel HD Graphics 515,Windows 10 Home,,3 699
Laptop HP 14-BP000NW (2LF45EA) i3-6006U 4GB 500GB DOS,"14"", 1366 x 768px",Intel Core i3-6006U,4,500 GB HDD,Intel HD Graphics 520,Brak,,1 179
Laptop ASUS VivoBook Pro N580VD-DM045 i5-7300HQ 8GB 1000GB 128GB SSD GF-GTX1050 DOS,"15.6"", 1920 x 1080px",Intel Core i5-7300HQ,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1050,Brak,,3 599
Laptop LENOVO ThinkPad X1 Carbon 4 (20FB006JPB) i7-6500U 8GB 256GB SSD W10P,"14"", 2560 x 1440px",Intel Core i7-6500U,8,256 GB SSD,Intel HD Graphics 520,Windows 10 Professional,,6 499
Laptop LENOVO ThinkPad X1 Carbon 4 (20FCS3DL00) i7-6600U 16GB 1000GB W10P,"14"", 2560 x 1440px",Intel Core i7-6600U,16,1000 GB SSD,Intel HD Graphics 520,Windows 10 Professional,,6 999
Laptop HP Spectre Pro x360 G2 (V1B00EA) i7-6600U 8GB 256GB SSD W10,"13.3"", 2560 x 1440px, Dotykowy",Intel Core i7-6600U,8,256 GB SSD,Intel HD Graphics 520,Windows 10 Professional,,6 979
Laptop LENOVO ThinkPad X1 Carbon 4 (20FC0039PB) i7-6600U 8GB 256GB SSD W7P/W10P,"14"", 2560 x 1440px",Intel Core i7-6600U,8,256 GB SSD,Intel HD Graphics 520,"Windows 10 Professional,
Windows 7 Professional",,6 799
Laptop LENOVO G40-45 (80E1007RPB) E1-6010 2GB 320GB R2 DOS,"14"", 1366 x 768px",AMD E1-6010,2,320 GB HDD,"AMD Radeon R2,
Zintegrowana",Brak,,949
Laptop LENOVO IdeaPad B50-30 (59443132) N2840 2GB 320GB DOS,"15.6"", 1366 x 768px",Intel Celeron N2840,2,320 GB HDD,Intel HD Graphics,Brak,,739
Laptop LENOVO ThinkPad T450s (20BW000DPB) i7-5600U 4GB 256GB SSD W7P/W8.1P,"14.1"", 1920 x 1080px",Intel Core i7-5600U,4,256 GB SSD,Intel HD Graphics 5500,"Windows 7 Professional,
Windows 8.1 Professional",,4 799
Laptop LENOVO ThinkPad E14 Ryzen 5 4500U 16GB 512GB SSD W10P,"14"", 1920 x 1080px",AMD Ryzen 5 4500U,16,512 GB SSD,AMD Radeon Graphics,Windows 10 Professional,,3 999
Laptop ASUS VivoBook 15 i5-1035G1 12GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,12,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,3 199
Laptop ACER Nitro 5 i7-8750H 8GB 1000GB GF-GTX 1050 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 699
Laptop ACER Aspire 3 3020E 4GB 128GB SSD W10,"15.6"", 1920 x 1080px",AMD 3020e,4,128 GB SSD,AMD Radeon Graphics,Windows 10 Home,,1 599
Laptop DELL Inspiron 15 3593 i5-1035G1 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,2 899
Laptop MICROSOFT Surface Go 2 M3-8100Y 8GB 128GB SSD W10S,"10.5"", 1920 x 1280px, Ekran dotykowy",Intel Core M3-8100Y,8,128 GB SSD,Intel UHD Graphics 615,Windows 10 S,,3 599
Laptop ACER Aspire 3 3020E 4GB 128GB SSD W10S,"14"", 1920 x 1080px",AMD 3020e,4,128 GB SSD,AMD Radeon Graphics,Windows 10 S,,1 499
Laptop ASUS Tuf Gaming A15 Ryzen 7 4800H 8GB 1000GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,1000 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,5 699
Laptop ASUS Rog Zephyrus G14 GA401IU Ryzen 7 4800HS 16GB 512GB SSD GF-GTX 1660Ti Max-Q W10,"14"", 1920 x 1080px",AMD Ryzen 7 4800HS,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home,,6 599
Laptop ASUS Tuf Gaming A15 Ryzen 7 4800H 16GB 1000GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,16,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 399
Laptop ASUS F509FA i5-8265U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home,,2 499
